Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
二木　康太,Lotte,4000,投手,5,190,85,O型,右,右,鹿児島,1995-08-01,64,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,4,7,0,0,0.364,416,100.2,90,9,35,2,90,49,44,1.24,3.57
ペゲーロ,Lotte,640,外野手,1,183,86,不明,右,右,ドミニカ共和国,1988-06-01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岡田　幸文,Lotte,3140,外野手,10,177,70,O型,左,左,栃木,1984-07-06,66,0.214,55,18,14,3,0,0,5,2,0,2,2,1,0.313,0.214,0.527,-0.17,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
李　杜軒,Lotte,500,内野手,11,173,90,A型,右,右,台湾,1988-04-21,67,0.188,11,18,16,3,0,3,0,2,0,8,0,0,0.278,0.25,0.528,2.37,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大木　貴将,Lotte,450,内野手,3,174,73,B型,右,左,千葉,1991-11-22,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
肘井　竜蔵,Lotte,510,外野手,5,182,88,A型,右,左,兵庫,1995-11-13,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ボルシンガー,Lotte,9000,投手,1,185,97,不明,右,右,アメリカ,1988-01-29,86,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,13,2,0,0,0.867,477,117.2,100,7,43,1,84,44,40,1.22,3.56
シェッパーズ,Lotte,9000,投手,1,193,90,不明,右,右,アメリカ,1987-01-17,87,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54,1,3,1,9,0.25,171,37.2,45,2,17,2,34,21,19,1.65,3.36
柿沼　友哉,Lotte,470,捕手,3,180,82,A型,右,右,茨城,1993-05-12,99,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
安江　嘉純,Lotte,240,投手,2,185,80,AB型,右,右,愛知,1992-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
和田　康士朗,Lotte,240,外野手,1,185,72,B型,左,左,埼玉,1999-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
森　遼大朗,Lotte,230,投手,1,180,80,A型,右,左,宮崎,1999-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
美間　優槻,Carp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0.139,30,38,36,5,0,1,0,1,0,11,1,2,0.162,0.139,0.301,-0.75,-0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙城　俊人,DeNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0.136,28,75,66,9,0,3,2,2,2,25,4,1,0.183,0.152,0.335,0.23,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
白崎　浩之,DeNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
曽根　海成,Softbank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伊藤　光,Orix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,7,16,13,0,0,0,0,2,0,3,1,1,0.133,0,0.133,-1.81,-1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岡　大海,Fighters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.154,28,60,52,8,0,7,5,4,2,12,2,3,0.241,0.212,0.453,1.32,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
市川　友也,Fighters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松田　遼馬,Tigers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小川　龍也,Dragons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
飯田　優也,Softbank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,0,0,0,0,0,3,0.1,0,0,1,1,0,2,2,3,21.12
赤間　謙,Orix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤岡　貴裕,Lotte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
